         234878 function calls (229087 primitive calls) in 0.521 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 printing.py:153(pprint_thing)
        1    0.000    0.000    0.000    0.000 window.py:1980(EWM)
      159    0.000    0.000    0.000    0.000 expr.py:197(_node_not_implemented)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       32    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       98    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
       23    0.000    0.000    0.000    0.000 function.py:31(__init__)
       11    0.000    0.000    0.000    0.000 ops.py:741(_get_method_wrappers)
        1    0.000    0.000    0.000    0.000 range.py:28(RangeIndex)
        1    0.000    0.000    0.000    0.000 pytables.py:2982(Table)
       32    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:42(<module>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.007    0.007 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:246(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 internals.py:88(Block)
        1    0.000    0.000    0.000    0.000 array.py:130(SparseArray)
      115    0.000    0.000    0.000    0.000 expr.py:157(<lambda>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       10    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
       11    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
       30    0.000    0.000    0.000    0.000 numerictypes.py:432(_add_array_type)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        3    0.000    0.000    0.000    0.000 argparse.py:1440(_get_optional_kwargs)
        1    0.000    0.000    0.000    0.000 chebyshev.py:88(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
       18    0.000    0.000    0.000    0.000 core.py:993(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2266(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 typing.py:2235(IO)
       24    0.000    0.000    0.000    0.000 config.py:695(config_prefix)
        1    0.000    0.000    0.000    0.000 frozen.py:9(<module>)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        6    0.000    0.000    0.000    0.000 posixpath.py:152(dirname)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1593(_BaseV6)
       90    0.000    0.000    0.000    0.000 typing.py:1096(__hash__)
        4    0.000    0.000    0.001    0.000 base.py:4757(_add_logical_methods)
        1    0.000    0.000    0.000    0.000 offsets.py:2340(Hour)
        1    0.000    0.000    0.000    0.000 internals.py:3210(BlockManager)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.003    0.003 series.py:4(<module>)
        1    0.000    0.000    0.000    0.000 align.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       12    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1360(_add_action)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
      102    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       18    0.000    0.000    0.000    0.000 typing.py:168(__new__)
       76    0.000    0.000    0.000    0.000 typing.py:1107(<genexpr>)
       10    0.000    0.000    0.000    0.000 printing.py:182(as_escaped_unicode)
        5    0.000    0.000    0.000    0.000 base.py:4732(_add_numeric_methods_unary)
        1    0.000    0.000    0.000    0.000 expr.py:266(BaseExprVisitor)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:2360(Micro)
        3    0.000    0.000    0.000    0.000 pytables.py:1506(__init__)
       34    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       48    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       27    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       13    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       50    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
        1    0.000    0.000    0.007    0.007 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        1    0.000    0.000    0.000    0.000 core.py:6251(__new__)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
      102    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      102    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       26    0.000    0.000    0.000    0.000 typing.py:654(_check_generic)
       76    0.000    0.000    0.000    0.000 typing.py:984(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:2355(Milli)
        1    0.000    0.000    0.000    0.000 datetimes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 generic.py:9573(_make_min_count_stat_function)
        1    0.000    0.000    0.000    0.000 window.py:446(Window)
        5    0.000    0.000    0.000    0.000 _depr_module.py:26(__init__)
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       21    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 _globals.py:63(__new__)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.006    0.006 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.002    0.002 util.py:5(<module>)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
      102    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1559(_IPv4Constants)
        1    0.000    0.000    0.002    0.002 ipaddress.py:9(<module>)
        6    0.000    0.000    0.000    0.000 groupby.py:1404(groupby_function)
        1    0.000    0.000    0.000    0.000 base.py:4614(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 offsets.py:2345(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2365(Nano)
        6    0.000    0.000    0.000    0.000 generic.py:280(set_axis)
        1    0.000    0.000    0.000    0.000 plotting.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        3    0.000    0.000    0.000    0.000 locale.py:345(_replace_encoding)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1529(__init__)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:934(poly1d)
        1    0.000    0.000    0.001    0.001 errors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:668(_tp_cache)
        7    0.000    0.000    0.000    0.000 config.py:797(is_one_of_factory)
        1    0.000    0.000    0.003    0.003 dtypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 engines.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
       69    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       21    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        5    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:876(parse_template)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.004    0.004 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.002    0.002 spawn.py:7(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
      102    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      102    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
       10    0.000    0.000    0.000    0.000 inference.py:447(is_sequence)
        1    0.000    0.000    0.000    0.000 common.py:21(<listcomp>)
       20    0.000    0.000    0.000    0.000 _decorators.py:66(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 offsets.py:1777(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:2350(Second)
        1    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.offsets._get_calendar}
        1    0.000    0.000    0.000    0.000 numeric.py:292(Float64Index)
        1    0.000    0.000    0.000    0.000 range.py:574(_add_numeric_methods_binary)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _misc.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:3(<module>)
       31    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap_external>:850(set_data)
       21    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        2    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
       10    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
      6/1    0.000    0.000    0.000    0.000 copy.py:236(_deepcopy_dict)
        1    0.000    0.000    0.000    0.000 datetime.py:1023(time)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 defmatrix.py:70(matrix)
        4    0.000    0.000    0.000    0.000 core.py:126(doc_note)
        2    0.000    0.000    0.000    0.000 core.py:2902(_update_from)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
       16    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.013    0.013 feedparser.py:20(<module>)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
       74    0.000    0.000    0.000    0.000 typing.py:931(<genexpr>)
        5    0.000    0.000    0.002    0.000 config.py:769(is_instance_factory)
      4/2    0.000    0.000    0.000    0.000 common.py:1879(_get_dtype_from_object)
       26    0.000    0.000    0.000    0.000 ops.py:1795(_arith_method_SPARSE_ARRAY)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 window.py:60(_Window)
        1    0.000    0.000    0.002    0.002 eval.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2242(Fixed)
       22    0.000    0.000    0.000    0.000 expr.py:227(_op_maker)
        2    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        5    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
       16    0.000    0.000    0.000    0.000 enum.py:335(__members__)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.004    0.004 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        3    0.000    0.000    0.000    0.000 argparse.py:576(_format_args)
        3    0.000    0.000    0.000    0.000 argparse.py:789(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        8    0.000    0.000    0.000    0.000 core.py:2548(_arraymethod)
        8    0.000    0.000    0.000    0.000 core.py:8051(getdoc)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:200(load_package)
       16    0.000    0.000    0.000    0.000 version.py:302(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
       90    0.000    0.000    0.000    0.000 typing.py:139(__init__)
       36    0.000    0.000    0.000    0.000 config.py:725(wrap)
        7    0.000    0.000    0.000    0.000 config.py:802(inner)
        4    0.000    0.000    0.000    0.000 _decorators.py:308(indent)
        1    0.000    0.000    0.000    0.000 _decorators.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ops.py:1756(_arith_method_SPARSE_SERIES)
        1    0.000    0.000    0.000    0.000 datetimelike.py:99(TimelikeOps)
        1    0.000    0.000    0.000    0.000 pytables.py:419(HDFStore)
        1    0.000    0.000    0.000    0.000 pytables.py:1488(IndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:3805(LegacyTable)
       53    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       12    0.000    0.000    0.000    0.000 contextlib.py:157(helper)
        5    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        5    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        1    0.000    0.000    0.000    0.000 argparse.py:1736(parse_known_args)
        2    0.000    0.000    0.000    0.000 argparse.py:1839(consume_optional)
        1    0.000    0.000    0.002    0.002 runner.py:1(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 isoparser.py:9(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:86(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 groupby.py:3952(NDFrameGroupBy)
        1    0.000    0.000    0.054    0.054 index.py:2(<module>)
        6    0.000    0.000    0.000    0.000 base.py:89(_make_comparison_op)
       12    0.000    0.000    0.000    0.000 ops.py:1296(_bool_method_SERIES)
       20    0.000    0.000    0.000    0.000 ops.py:1638(_arith_method_PANEL)
       18    0.000    0.000    0.000    0.000 strings.py:1874(do_copy)
       18    0.000    0.000    0.000    0.000 strings.py:1871(copy)
        1    0.000    0.000    0.000    0.000 numeric.py:215(UInt64Index)
        1    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        1    0.000    0.000    0.000    0.000 pytables.py:2409(GenericFixed)
        1    0.000    0.000    0.000    0.000 html.py:147(_HtmlFrameParser)
       19    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       25    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
        2    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
       12    0.000    0.000    0.000    0.000 contextlib.py:85(__exit__)
        3    0.000    0.000    0.000    0.000 textwrap.py:368(wrap)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        5    0.000    0.000    0.000    0.000 getlimits.py:518(min)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:2046(_match_argument)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.003    0.003 defmatrix.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 format.py:156(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        1    0.000    0.000    0.011    0.011 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        1    0.000    0.000    0.000    0.000 config.py:78(_get_single_key)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:1400(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 offsets.py:143(DateOffset)
       15    0.000    0.000    0.000    0.000 strings.py:1835(_noarg_wrapper)
        1    0.000    0.000    0.000    0.000 numeric.py:157(Int64Index)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        4    0.000    0.000    0.000    0.000 generic.py:9001(_doc_parms)
        1    0.000    0.000    0.000    0.000 indexing.py:88(_NDFrameIndexer)
        1    0.000    0.000    0.000    0.000 format.py:113(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:373(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 _style.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1790(DataCol)
        1    0.000    0.000    0.001    0.001 table_schema.py:5(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:959(StataReader)
        1    0.000    0.000    0.000    0.000 pickle.py:1(<module>)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:728(create_module)
        1    0.000    0.000    0.000    0.000 warnings.py:35(_formatwarnmsg_impl)
        2    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
       11    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        5    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 datetime.py:658(date)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 pytesttester.py:26(<module>)
        1    0.000    0.000    0.002    0.002 financial.py:12(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        6    0.000    0.000    0.000    0.000 core.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 dist.py:115(<listcomp>)
       11    0.000    0.000    0.000    0.000 version.py:51(__lt__)
       11    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 platform.py:1116(_sys_version)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 ssl.py:718(SSLSocket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
       24    0.000    0.000    0.000    0.000 config.py:761(inner)
        1    0.000    0.000    0.000    0.000 hashing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:2768(BinGrouper)
        2    0.000    0.000    0.000    0.000 base.py:4624(_add_numeric_methods_add_sub_disabled)
        1    0.000    0.000    0.000    0.000 category.py:794(_add_comparison_methods)
        5    0.000    0.000    0.000    0.000 generic.py:2456(_create_indexer)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 internals.py:2990(SparseBlock)
        1    0.000    0.000    0.000    0.000 internals.py:4631(SingleBlockManager)
        1    0.000    0.000    0.000    0.000 zipfile.py:1040(ZipFile)
        1    0.000    0.000    0.000    0.000 _core.py:75(MPLPlot)
        1    0.000    0.000    0.000    0.000 _converter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 window.py:893(_Rolling_and_Expanding)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
       82    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       59    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:970(Path)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 case.py:388(__init__)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        2    0.000    0.000    0.000    0.000 argparse.py:1818(take_action)
        2    0.000    0.000    0.000    0.000 argparse.py:2230(_get_values)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2772(__new__)
        8    0.000    0.000    0.000    0.000 core.py:8046(__init__)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
       50    0.000    0.000    0.000    0.000 __init__.py:262(u_safe)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        1    0.000    0.000    0.013    0.013 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 <string>:5(Components)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        8    0.000    0.000    0.000    0.000 base.py:61(is_dtype)
        4    0.000    0.000    0.000    0.000 missing.py:458(_interp_wrapper)
        1    0.000    0.000    0.000    0.000 groupby.py:2911(Grouping)
        5    0.000    0.000    0.000    0.000 base.py:4752(_add_numeric_methods)
        7    0.000    0.000    0.000    0.000 base.py:4862(_add_logical_methods_disabled)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
        6    0.000    0.000    0.000    0.000 category.py:798(_make_compare)
        1    0.000    0.000    0.000    0.000 datetimes.py:292(_add_comparison_methods)
        3    0.000    0.000    0.000    0.000 datetimelike.py:817(_add_datetimelike_methods)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:532(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:916(SQLDatabase)
       21    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:497(_code_to_bytecode)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        5    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        3    0.000    0.000    0.000    0.000 gettext.py:506(translation)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
